"tweet_id","timestamp","tweet","source_url","source_name","lang","longitude","latitude","country","ccode","place_sht","place_lng","user_id","user_name","user_desc","user_loc","user_create","followers","friends"
"1587335670007304193","Tue Nov 01 06:48:09 +0000 2022","I'm at Yunokami-onsen Station in 下郷町, 福島県 https://t.co/nzxcdLx8ZR","http://foursquare.com","Foursquare","ja","139.89549324","37.30357336","Japan","JP","Shimogo-machi","Shimogo-machi, Fukushima","879638120","เจ้yปล่อ€ใj🛺","เวลาว่างๆหรือว่าเหงาๆฉันก็นั่งฟังคำแพง","","Sun Oct 14 08:18:47 +0000 2012","156","871"
"1587335800051716096","Tue Nov 01 06:48:40 +0000 2022","Az önce bir fotoğraf paylaştı @ Abdullah Gül University - AGU International https://t.co/57U1kcJDT2","http://instagram.com","Instagram","tr","35.4731369","38.73694607","Türkiye","TR","Kayseri","Kayseri, Türkiye","2250215670","AGU Architecture","AGU School of Architecture","Sümer Kampüsü Kayseri/TR","Tue Dec 17 10:49:47 +0000 2013","165","48"
"1587336236242542592","Tue Nov 01 06:50:24 +0000 2022","Sand in the air, but we're almost there. I'm not Tom Cruise, I can't outrun sandstorms.

#BurjKhalifa #DubaiMall… https://t.co/ncGb60sXDT","http://instagram.com","Instagram","en","55.274227","25.197313","United Arab Emirates","AE","Dubai","Dubai, United Arab Emirates","1159098577","Sitie F Ajmal","A pupil of and for life, and a latent artist as well. (Aren't we all?) Also, I write reviews. (she/they)","Earth. For now.","Fri Feb 08 04:20:37 +0000 2013","121","231"
"1587336706012872707","Tue Nov 01 06:52:16 +0000 2022","Acaba de publicar una foto en Spain https://t.co/RVnbyWCODW","http://instagram.com","Instagram","es","-3.0","40.0","España","ES","Tarancón","Tarancón, España","1251541237","francisco jose","Asesor inmobiliario on line","Moncofa, España","Fri Mar 08 11:55:59 +0000 2013","73","191"
"1587336877966692352","Tue Nov 01 06:52:57 +0000 2022","Interested in career self-determination and support you can rely on? Ulta Beauty is filled with opportunity! See on… https://t.co/mMJEk9dQ6o","https://www.careerarc.com","CareerArc 2.0","en","-81.6692532","30.4686832","United States","US","Northside","Northside, Ratliff","732227909243535360","Ulta Beauty Jobs","It’s a great time to be on the fun side of beauty. Follow to learn more about joining the @UltaBeauty team!","","Mon May 16 15:15:12 +0000 2016","1254","116"
"1587337632975130624","Tue Nov 01 06:55:57 +0000 2022","帰ります^ - ^ (@ チューニングショップ ツチカマ in 世田谷区) https://t.co/9MgCxOUVQ9","http://foursquare.com","Foursquare","ja","139.60427463","35.67423667","日本","JP","世田谷区","東京 世田谷区","151395234","しんしん","チンチラゴールデン5匹 白トイプーと毎日格闘しています。嫁＞猫様＞俺様の位置付け","東京","Thu Jun 03 09:16:26 +0000 2010","75","88"
"1587338346010918917","Tue Nov 01 06:58:47 +0000 2022","Game story: Lake Stevens thrashes Glacier Peak 57-17 on Senior Night to earn 54th straight league win and tenth str… https://t.co/8sQg7Hs6gh","http://instagram.com","Instagram","en","-122.08","48.0225","United States","US","Lake Stevens","Lake Stevens, WA","1580709076429811712","J425","The Journal 425 - 411 for the 425. Subscriber-supported local newspaper covering greater Lake Stevens. LION & IRE member. Publisher: Kevin Thomas Hulten @425kev","Lake Stevens, WA","Thu Oct 13 23:56:39 +0000 2022","20","40"
"1587338434078801922","Tue Nov 01 06:59:08 +0000 2022","Posted @withrepost • @auta_waziri Gawuna/garo  2G ✌️ @ Minna https://t.co/DFoBUBNFyR","http://instagram.com","Instagram","in","6.55694","9.61389","Nigeria","NG","Minna","Minna, Nigeria","1047910412","Bala adamu usher","A duk lokacin da labarin mutuwa ta yariske ku Ina Neman yafiyar ku tare da yimun addu'a Nagode 🙏🙏","Minna","Sun Dec 30 13:44:15 +0000 2012","2879","614"
"1587338656360304640","Tue Nov 01 07:00:01 +0000 2022","SHOTS FIRED at 7100 NE 15TH AVE, PORT [Portland Police #PP22000292151] 23:02 #pdx911","http://www.portlandonline.com/cgis/metadata/viewer/display.cfm?Meta_layer_id=53215&Db_type=sde&City_Only=False","City of Portland 911 feed","en","-122.649784","45.574396","United States","US","Portland","Portland, OR","1602852614","Portland Police log","Unofficial automated posting of calls for service minus traffic stops, created by @rosecitytransit; scanner feed: http://www.broadcastify.com/listen/feed/20613/","Portland, Oregon","Thu Jul 18 07:49:09 +0000 2013","18645","10"
"1587338744453124096","Tue Nov 01 07:00:22 +0000 2022","中央線、意外と人がいる・・・下校の学生が多いな (@ 武蔵小金井駅 in 小金井市, 東京都) https://t.co/kDEgD66oNX","https://www.swarmapp.com","Foursquare Swarm","ja","139.50672536","35.70109835","日本","JP","小金井市","東京 小金井市","164126757","ちゃま","めるち教の信者 患者会(ナナドニブ)、黄組(池本真緒)、ちょろ会(伊藤あゆみち)の会員 今後はたまに何処かのライブに顔出したいと思います","武州河越","Thu Jul 08 03:08:03 +0000 2010","537","521"
"1587339306477264899","Tue Nov 01 07:02:36 +0000 2022","Just posted a photo @ Edinburgh, United Kingdom https://t.co/eM56A8ZZrP","http://instagram.com","Instagram","en","-3.2087","55.9546","United Kingdom","GB","Edinburgh","Edinburgh, Scotland","42795744","Niel Deepnarain","Standing for Truth and Justice in Love. Time to get rid of the deception out there and make this world a better place without compromising the Truth.","Edinburgh, Scotland","Wed May 27 02:40:07 +0000 2009","978","1712"
"1587339453294600193","Tue Nov 01 07:03:11 +0000 2022","I'm at JR 京都駅 in 京都市, 京都府 https://t.co/KoRzA54kwz","https://www.swarmapp.com","Foursquare Swarm","ja","135.75829536","34.98535254","日本","JP","京都市 下京区","京都 京都市 下京区","860671563040829443","ryo","ITMベース :MotoGP好きな人 📷Nikon D500+SIGMA 60-600 写真垢→@ryo_JA717A /モタスポ垢→@JA717A_Moto Flyteam https://flyteam.jp/member/ryo_2602","","Sat May 06 01:44:25 +0000 2017","515","403"
"1587339667216732160","Tue Nov 01 07:04:02 +0000 2022","I'm at Kirin自販機コーナー in 大阪市北区梅田1丁目11-4, 大阪府 https://t.co/3rJBSznmGn","https://www.swarmapp.com","Foursquare Swarm","ja","135.499308","34.699929","日本","JP","大阪市 北区","大阪 大阪市 北区","74365415","りび丼","『桃李不言 下自成蹊』
 訓：とうりものいわざれども、したおのずからこみちをなす 
訳：ιょぅιﾞょがいるだけで、その下には自然と男坂ができる
 （司馬遷／史記 列伝 李将軍列伝・賛 第四十九）","大阪","Tue Sep 15 04:31:38 +0000 2009","1487","4999"
"1587339881092620288","Tue Nov 01 07:04:53 +0000 2022","Acaba de publicar una foto en Balcón Segoviano   Periódico Digital https://t.co/relfM1Bfja","http://instagram.com","Instagram","es","-4.11998","40.94785","España","ES","Segovia","Segovia, España","564455899","Balcon Segoviano  Periodico Digital","Sobre mis intereses e inquietudes; http://bit.ly/2Elu3jc","Segovia","Fri Apr 27 09:52:06 +0000 2012","733","4790"
"1587340065667104768","Tue Nov 01 07:05:37 +0000 2022","RJCC 010700Z 14018KT 9999 FEW015 SCT025 BKN/// 12/09 Q1019","http://twitter.com/metar_updater","METAR Updater","in","141.692222","42.775","日本","JP","千歳市","北海道 千歳市","159698315","RJCC METAR","New Chitose Airport","新千歳空港","Sat Jun 26 03:05:06 +0000 2010","284","9"
"1587341034559791104","Tue Nov 01 07:09:28 +0000 2022","Just posted a photo @ Singapore, Singapore https://t.co/aHzMJSDfNR","http://instagram.com","Instagram","en","103.8545049","1.28680578","Singapore","SG","Singapore","Singapore","989242984318173184","Okaylah Services Maid Agency Call 93361824","Maid Agency Singapore Indian Maids Filipino Maids Myanmar Maid Indonesian Maid Srilanka Maid Bangladesh Maid Indonesian Maids Darjeeling Maids","Singapore","Wed Apr 25 20:41:21 +0000 2018","67","105"
"1587342376712167424","Tue Nov 01 07:14:48 +0000 2022","Stumbled upon another filming location here at Suwon. It’s Atty Woo’s Kimbap shop but they ain’t selling Kimbap tho… https://t.co/i33PiULn3W","http://instagram.com","Instagram","en","127.01506039","37.281458","Republic of Korea","KR","Suwon-si","Suwon-si, Republic of Korea","77666121","tishabambi","exo robsten kdlex","cebu city","Sun Sep 27 05:08:55 +0000 2009","215","1078"
"1587342448014938113","Tue Nov 01 07:15:05 +0000 2022","#USGS08211200 - Nueces Rv at Bluntzer, TX 
Heavy Rain (1.68 in/hr) over the last 15 minutes 
https://t.co/WvprupCit5","http://txpub.usgs.gov/txwaterdashboard/","USGS Texas Rain","en","-97.7758308","27.93779594","United States","US","Texas","Texas, USA","715211464953319424","USGS TX RainWatch","This autonomous feed delivers data for over 300 @USGS_Texas real-time precipitation stations experiencing heavy, extreme and violent rainfall rates.","Texas, USA","Wed Mar 30 16:17:56 +0000 2016","1526","1"
"1587342468973985792","Tue Nov 01 07:15:10 +0000 2022","長岡京市でお茶のお稽古でした😃

お菓子は上月社中11月の定番、老松さんのくりしぼり😋

お道具も一気に秋ですね🍁 場所: Nagaokakyo-shi, Kyoto, Japan https://t.co/LR0ZDkxLKQ","http://instagram.com","Instagram","ja","135.696","34.9268","日本","JP","長岡京市","京都 長岡京市","264624606","松田　高雅","","京都府京都市","Sat Mar 12 05:52:16 +0000 2011","26","182"
"1587343911818756097","Tue Nov 01 07:20:54 +0000 2022","放課後デイ　F-LABOに写真を投稿しましたhttps://t.co/AnM2RTPFtN","http://instagram.com","Instagram","ja","127.67023677","26.1431795","日本","JP","糸満市","沖縄 糸満市","1440840123382333440","放課後デイ F-LABO","放課後デイ ふぉれすと  の姉妹店です
遊びの体験やカッコいいプロの大人たちとの交流から、学校や家庭だけでは出来ない事を経験し、自分の道を追求していく子どもたちを応援できる場所を目指しています
#放課後デイFLABO #いとまん @forest_okinawa","糸満市西崎","Thu Sep 23 00:47:52 +0000 2021","25","77"
"1587343957981384707","Tue Nov 01 07:21:05 +0000 2022","Updated: Construction on #I87Northway NB at Exit 17N: US 9 north https://t.co/nEtVFgDGLc","https://511ny.org","NYRegions","en","-73.691962","43.231604","United States","US","New York","New York, USA","50711063","511NY - Albany","Traffic & transit updates for the Capital Region Albany Saratoga area provided by New York State 511. Visit the website for more feeds.","Albany","Thu Jun 25 17:38:37 +0000 2009","5167","4"
"1587343957968781313","Tue Nov 01 07:21:05 +0000 2022","早めに来たよ。井上の試合の時よりも全然人が少ない気がする😅 (@ さいたまスーパーアリーナ in さいたま市, 埼玉県) https://t.co/nuG73calNo https://t.co/tuX1UJKilB","http://foursquare.com","Foursquare","ja","139.630848","35.894594","日本","JP","さいたま市 中央区","埼玉 さいたま市 中央区","76974248","ヨコリン","自転車でのツーリング、ラーメンの食べ歩き、ボクシング観戦、ファッション特にアメカジその中でもジーンズの色落とし、が趣味です。アラフォーのおっさんです。","東京都","Thu Sep 24 16:05:48 +0000 2009","658","1568"
"1587344155121893377","Tue Nov 01 07:21:52 +0000 2022","京都(京都府) 16:00の気温湿度 15.1℃ 89%RH (0.00952kg/kg(DA)  54%~23℃) 北東の風,1.3m/s","http://gqg.jp/files/amedas/locate/","KionBancho","ja","135.73166667","35.01333333","日本","JP","京都市 中京区","京都 京都市 中京区","482601329","amds 京都","京都の気温湿度、それに絶対湿度をつぶやきます。気象庁のアメダスのページから約30分遅れで更新されます。","Kyoto, JAPAN","Sat Feb 04 03:17:37 +0000 2012","110","1"
"1587346747193434113","Tue Nov 01 07:32:10 +0000 2022","diyaliz bulaşık bezi cepheleşme  Afet İletişim Çalıştayı","http://twitter.com/download/iphone","Twitter for iPhone","tr","28.968201","41.037127","Türkiye","TR","Diyarbakır","Diyarbakır, Türkiye","139071190","Neslihan","sağlık bakanlığında bir garip hemşire
çocuk gelişimi loading...","","Sat May 01 13:13:03 +0000 2010","737","799"
"1587347137263816704","Tue Nov 01 07:33:43 +0000 2022","#nowplaying #DuaLipa ~ Dua Lipa | Love Again ||| #bbradio plays the #hits","http://www.bbradio.de","BB RADIO Music App","en","13.1199934","52.381905","Deutschland","DE","Potsdam","Potsdam, Deutschland","160874621","BB RADIO Playlist","BB RADIO is one of the leading radio stations in Berlin and Brandenburg in Germany.","Germany, Potsdam","Tue Jun 29 10:26:00 +0000 2010","2587","1703"
"1587347351148134400","Tue Nov 01 07:34:34 +0000 2022","明後日から4日間、専門店街でイオンカード払いすると全品5%off！
専門店街5%offは大きいですね。 (@ イオンモール浜松市野 - @aeon_japan in 浜松市, 静岡県) https://t.co/ZA87xcMDkP https://t.co/vXCEyceQ09","http://foursquare.com","Foursquare","ja","137.76327242","34.74024877","日本","JP","浜松市 東区","静岡 浜松市 東区","70109756","tomtom_n","バジェットトラベラー／全国のイオンラウンジ、イオンモールめぐり(ラウンジ再開待ち)／日々のお得な情報に敏感ですw","静岡県浜松市","Sun Aug 30 12:25:02 +0000 2009","737","477"
"1587347422485041152","Tue Nov 01 07:34:51 +0000 2022","【天気概況：島根県】[16:31]

島根県は、気圧の谷や湿った空気の影響で概ね曇っています。
1日夜は、高気圧に覆われて晴れる見込みです。
2日は、引き続き高気圧に覆われて晴れるでしょう。

（気象庁）
https://t.co/5Qi3krkgei","https://www.mk-mode.com/","Wn32ShimaneBot","ja","133.0654","35.4582","日本","JP","松江市","島根 松江市","1727960084","⚠気象関連情報：島根県","⚡公式に二次利用が認められている気象庁防災情報XML http://bit.ly/197isYy の情報のうち #島根県 #松江市 #浜田市 #隠岐の島町 に関係のあるものを配信⚡

⭐サーバその他の都合で正常にツイートできなかったり、予告なく運用を停止する可能性あり
⭐管理者 @rsm_mzk","島根県松江市","Wed Sep 04 07:43:56 +0000 2013","709","7"
"1587347573454553089","Tue Nov 01 07:35:27 +0000 2022","#WieisStijnBaert?","http://www.tweetcaster.com","TweetCaster for Android","qht","4.197251","51.18918919","België","BE","Sint-Niklaas","Sint-Niklaas, België","517477928","De opiniemaker","vrije mening tegen onrecht en uitbuiting","geblokkeerd door de hele NVA C","Wed Mar 07 11:10:25 +0000 2012","6468","1198"
"1587348286494720000","Tue Nov 01 07:38:17 +0000 2022","Pre-Match Coffee Ritual @ Harrietsham https://t.co/TNFnpKEUvX","http://instagram.com","Instagram","en","0.683333","51.2333","United Kingdom","GB","South East","South East, England","629658103","Brendan Donnelly","Photojournalist!
Creative Multimedia!
Non-League Ground Hopper!
Plus A Lover Of Traveling!
Anything To Do Football Around The World!","Maidstone","Sat Jul 07 21:19:08 +0000 2012","233","213"
"1587348877908533248","Tue Nov 01 07:40:38 +0000 2022","Acaba de publicar una foto en Newark Liberty International Airport https://t.co/3oiTvMX6S3","http://instagram.com","Instagram","es","-74.17033195","40.6901405","Estados Unidos","US","Newark","Newark, NJ","301745841","Maria Imelda Cardona","¿Sabes quien es la Mujer Del FUTURO?
Crea Hábitos Para Lograr Metas
Reprogramar Su Mente Para Triunfar 
Manejar Sus Emociones 
Sobre Todo sabe Manejar Su Tiempo","Estados Unidos","Fri May 20 00:20:31 +0000 2011","766","1720"
"1587349460891361282","Tue Nov 01 07:42:57 +0000 2022","こっちの車両乗るの初めて (@ JR 新宿駅 - @jreast_official in 新宿区, 東京都) https://t.co/4KoDO9Rhdx https://t.co/75myMeolUa","https://www.swarmapp.com","Foursquare Swarm","ja","139.7004","35.689526","日本","JP","新宿区","東京 新宿区","3269845754","ㄘいつぶ","ツイートのネタにしていいね貰わなやってられん人生","福岡県 糟屋郡 香椎村","Mon Jul 06 08:56:34 +0000 2015","793","443"
"1587350668863590403","Tue Nov 01 07:47:45 +0000 2022","#motorcycle #coverup #firstsession #tattoo en Submit Tattoo Studio https://t.co/Y09b56u2qu","http://instagram.com","Instagram","en","-104.67012858","24.02679426","México","MX","Durango","Durango, México","478857625","carlos ismael","","Durango Mexico","Mon Jan 30 18:56:25 +0000 2012","358","959"
"1587351075690094592","Tue Nov 01 07:49:22 +0000 2022","I'm at ユニバーサル・スタジオ・ジャパン (USJ) - @usj_official in 大阪市, 大阪府 https://t.co/IXAgs1I6ZF","https://www.swarmapp.com","Foursquare Swarm","ja","135.432338","34.665444","Japan","JP","Osaka-shi Konohana","Osaka-shi Konohana-ku, Osaka","1015528866494889984","あさがや ひびき","アマガサキパチンコ同盟","","Sat Jul 07 09:32:04 +0000 2018","210","233"
"1587351239267860480","Tue Nov 01 07:50:01 +0000 2022","58.8F (Feels: 61.0F) - Humidity: 99% - Wind: 0.0mph ESE - Gust: 0.0mph - Pressure: 30.034in #weather https://t.co/75yzNJ23Eh","http://www.moutoncoveweather.com/","Mouton Cove Weather","en","-92.218675","29.875016","United States","US","Louisiana","Louisiana, USA","103092003","Mouton Cove Weather","Live 10-minute weather data from a personal weather station in Mouton Cove, Abbeville, LA.","Mouton Cove, Abbeville, LA","Fri Jan 08 21:35:17 +0000 2010","225","17"
"1587351721637978112","Tue Nov 01 07:51:56 +0000 2022","C’est du vrai 😍 à Golf Hôtel https://t.co/c35IGZRi7K","http://instagram.com","Instagram","fr","-3.97283359","5.32969894","Côte d'Ivoire","CI","Côte d'Ivoire","Côte d'Ivoire","1313851562805145601","@Okpo&Fiédi","avec 3 cœursVisage sour","Los Angeles, TX","Wed Oct 07 14:40:12 +0000 2020","445","1637"
"1587351738419404800","Tue Nov 01 07:52:00 +0000 2022","Size: 40

Price: 35ghc 

059 709 6540 

Nationwide delivery at a fee. @ Tema, Ghana https://t.co/p0lhBENNIm","http://instagram.com","Instagram","en","0.0014","5.6633","Ghana","GH","Tema","Tema, Ghana","1467072499783544834","Ewurabas Kloset 👗","❗Ladies Shoe and Bag Shop
❗Payment before delivery 
❗Nationwide delivery at a fee 
❌ No unpaid reservations. No verbal bookings","Tema, Ghana","Sat Dec 04 10:05:44 +0000 2021","379","295"
"1587351742592737280","Tue Nov 01 07:52:01 +0000 2022","Són tres quarts i mig de nou del matí","http://www.olesa.cat/horacatalana","Hora Catalan","ca","1.893817","41.545639","Espanya","ES","Olesa de Montserrat","Olesa de Montserrat, Espanya","1384110594","L'hora catalana","Ara és l'hora, catalans: aprèn a dir l'hora en català des del teu TL! · Sóc el community manager de @TorreRellotge · [des del 27/abr/2013 16:05]","Olesa de Montserrat","Sat Apr 27 10:37:30 +0000 2013","7791","34"
"1587352027830812673","Tue Nov 01 07:53:09 +0000 2022","Just posted a photo @ Jane Mott Hair &amp; Makeup https://t.co/UoZztjMryq","http://instagram.com","Instagram","en","-1.21144497","50.66167748","United Kingdom","GB","South East","South East, England","248878738","Jane Mott Hair & Makeup","Discover your True Authentic Self, step Confidently into your Power. Hair, skincare & makeup coaching to feel energised & confident in any scenario.","PO36 0LZ","Mon Feb 07 22:31:31 +0000 2011","631","928"
"1587352426264272899","Tue Nov 01 07:54:44 +0000 2022","Baru saja mengirim foto @ Kanwil Kementerian Agama Provinsi Ntt https://t.co/iyrlWc4zsn","http://instagram.com","Instagram","in","123.62452765","-10.15737021","Indonesia","ID","Nusa Tenggara Timur","Nusa Tenggara Timur, Indonesia","2916395006","Kantor Wilayah Kemeterian Agama Provinsi NTT","Akun Resmi Kanwil Kemenag Provinsi NTT | Dikelola oleh Sub Bagian Umum dan Humas","Kupang - Nusa Tenggara Timur","Tue Dec 02 08:35:42 +0000 2014","816","176"
"1587352497555132418","Tue Nov 01 07:55:01 +0000 2022","exploring in oki🪨🌿🌊🐚☀️ @ Naha, Okinawa https://t.co/quG7ps6b5P","http://instagram.com","Instagram","tl","127.679","26.2122","日本","JP","那覇市","沖縄 那覇市","2585233609","Miss VentiKeiko","DJ / Currently in Tokyo / instagram @missventikeiko","tokyo, japan","Tue Jun 24 06:16:35 +0000 2014","1317","367"
"1587353009264250881","Tue Nov 01 07:57:03 +0000 2022","Şahinyurdu Mah., #Gemlik, #Bursa, Türkiye
büyüklük 1.4 ML (53 dk önce)
derinlik 0.0km 40.50°N 29.22°E
1 Kasım 2022… https://t.co/jjmyl0qeic","https://twitter.com/LastEarthquakes","Deprem App","tr","29.2213","40.5002","Türkiye","TR","Orhangazi","Orhangazi, Bursa","4235919994","Deprem Marmara","Marmara Bölgesi ve çevresinden son depremler","İstanbul, Türkiye","Fri Nov 20 16:47:51 +0000 2015","27432","4"
"1587353630050508801","Tue Nov 01 07:59:31 +0000 2022","Cleared: Incident on #FLine at Queens Plaza","https://511ny.org","NYRegions","en","-73.937243","40.748973","United States","US","Queens","Queens, NY","52272942","511 NYC Area","Traffic & transit updates for the New York City area provided by New York State 511. Visit the website for more feeds.","New York City","Tue Jun 30 02:23:15 +0000 2009","2391","4"
"1587354619872772099","Tue Nov 01 08:03:27 +0000 2022","I'm at @CafeAmazon in Nasan, Bannasan https://t.co/oiZTt9g41z","http://foursquare.com","Foursquare","tl","99.36857463","8.81596344","Thailand","TH","Amphoe Ban Na San","Amphoe Ban Na San, Surat Thani Province","18329747","konglover","เราเป็นแค่เศษฝุ่นผงในจักรวาล","8.801422,99.365658","Tue Dec 23 08:43:15 +0000 2008","199","315"
"1587355177748668416","Tue Nov 01 08:05:40 +0000 2022","Updated: Construction on #NJ70 EB from CR 673/Springdale Rd to Cropwell Rd https://t.co/Q30Ik77sxT","https://511ny.org","511NY-Tweets","en","-74.966987","39.90288","United States","US","Barclay","Barclay, NJ","50706690","511 New York","Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.","New York State","Thu Jun 25 17:22:38 +0000 2009","4035","191"
"1587355949479727105","Tue Nov 01 08:08:44 +0000 2022","世田谷線とか久々に見るわ～ (@ 三軒茶屋駅 in 世田谷区, 東京都) https://t.co/gU2d3frhBf https://t.co/9JLocM7ETn","https://www.swarmapp.com","Foursquare Swarm","ja","139.67093162","35.64357118","日本","JP","世田谷区","東京 世田谷区","1057646965012357121","鯖","メタリック芋羊羹","日本 東京","Wed Oct 31 14:54:21 +0000 2018","604","599"
"1587357279078477825","Tue Nov 01 08:14:01 +0000 2022","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 9000 NE OREGON ST, PORT [Portland Police #PP22000292316] 01:05 #pdx911","http://www.portlandonline.com/cgis/metadata/viewer/display.cfm?Meta_layer_id=53215&Db_type=sde&City_Only=False","City of Portland 911 feed","en","-122.570475","45.528665","United States","US","Portland","Portland, OR","1602852614","Portland Police log","Unofficial automated posting of calls for service minus traffic stops, created by @rosecitytransit; scanner feed: http://www.broadcastify.com/listen/feed/20613/","Portland, Oregon","Thu Jul 18 07:49:09 +0000 2013","18644","10"
"1587357652354584577","Tue Nov 01 08:15:30 +0000 2022","Μόλις δημοσίευσε μια φωτογραφία @ Artisti προζύμι Βούλα https://t.co/Pxi6rjHG8j","http://instagram.com","Instagram","el","23.77285","37.85263","Greece","GR","Voula","Voula, Greece","108365678","Nektarios Skamnakis","Public Relations,Journalist •Instagram: Nektarios_ Skamnakis •Facebook:Nektarios Skamnakis,Nectarios Skamnakisb, Nectarios Skamnakisc Nectarios Skamnakisd","Athens,Greece","Mon Jan 25 18:26:59 +0000 2010","13060","10067"
"1587357950162640899","Tue Nov 01 08:16:41 +0000 2022","Az önce bir fotoğraf paylaştı @ Adana Bisiklet Topluluğu Spor Kulübü https://t.co/1XaUOubcm7","http://instagram.com","Instagram","tr","35.2933335","37.0391454","Türkiye","TR","Adana","Adana, Türkiye","2453407740","abitsporklubu","","Türkiye Adana","Sat Apr 19 16:36:43 +0000 2014","353","408"
"1587358302476046336","Tue Nov 01 08:18:05 +0000 2022","Neste Collaborates With ITOCHU and Fuji Oil Company on a Project to Demo Local Blending of Sustainable Aviation Fue… https://t.co/j35WaBhbZo","https://dlvrit.com/","dlvr.it","en","4.92452319","52.37655533","The Netherlands","NL","Amsterdam","Amsterdam, The Netherlands","90588867","Market Forecast","Market Forecast provides B2B Market Intelligence studies for the Aerospace, Space and Defense market.","Amsterdam, The Netherlands","Tue Nov 17 08:24:39 +0000 2009","135","4"
"1587358629665341441","Tue Nov 01 08:19:23 +0000 2022","Just posted a photo @ Egbeda Bus Stop https://t.co/z0Dv2LjsKb","http://instagram.com","Instagram","en","3.2917437","6.6003963","Nigeria","NG","Ikeja","Ikeja, Nigeria","2400198901","@-ajibewaskincare","A professional & trained aesthetician with vast experience in skin care products. I'm passionate about making people glow and having a healthy nourished skin","Egbeda Lagos","Thu Mar 20 17:17:41 +0000 2014","78","218"
"1587358659021094914","Tue Nov 01 08:19:30 +0000 2022","#47492
Centro, 36700 Salamanca, Gto., Mexico
map: https://t.co/vLkp17afp3 https://t.co/V9BXNb50kH","http://www.supermoof.com","random places","es","-101.2015992","20.57313962","Mexico","MX","Salamanca","Salamanca, Guanajuato","2638976257","Random Places","A Google street view image from a completely random location every few hours. By @supermoof. See also: @bpearth","","Sun Jul 13 18:48:24 +0000 2014","13178","0"
"1587359883724308481","Tue Nov 01 08:24:22 +0000 2022","#Sport le matin … la récompense 🤩 
@cotentin_tourisme_normandie @cotentin.unique @les_ramasseurs_de_la_manche… https://t.co/fFnOCUwOS2","http://instagram.com","Instagram","fr","-1.2602199","49.6195499","France","FR","Réville","Réville, France","609989720","BOURGUIGNON François","Directeur du Territoire @inolya #normandie #immobilier #GestionLocative #syndic #architecture #logement #social #AJEDIM #ASSAS #management #urbanisme #rouen","Rouen, France","Sat Jun 16 13:30:46 +0000 2012","174","313"
"1587359988581912576","Tue Nov 01 08:24:47 +0000 2022","Happy Halloween 🎃👻 @ Malabon City https://t.co/uhHqojwwDp","http://instagram.com","Instagram","en","120.9658","14.6681","Republic of the Philippines","PH","Malabon City","Malabon City, National Capital Region","1164237120065531904","Josephine Mae Deuna","Proud Mommy Here 🙋🏻‍♀️💁🏻‍♀️
#SoloParent👩‍👦| #StrongMommy👊💪
IG: jhosieee23","Malabon City, National Capital","Wed Aug 21 18:06:08 +0000 2019","555","1997"
"1587360554825535488","Tue Nov 01 08:27:02 +0000 2022","🚦 #DopravníSituace D0, km 21.9 až 18, ve směru D1, silný provoz https://t.co/ww1szLlBdp","http://www.dopravnisituace.eu","Dopravní situace","cs","14.27092494","50.03916747","Česká republika","CZ","Jinočany","Jinočany, Česká republika","594751733","Doprava v Praze","Získejte přehled o aktuální situaci na cestách. Ověřte si před cestou nebo počas ní, zda se tam nenachází uzavírka nebo obcházka. Ušetřete svůj čas.","Praha","Wed May 30 17:16:13 +0000 2012","2208","12"
"1587360907134377987","Tue Nov 01 08:28:26 +0000 2022","I'm at Kasteel De Hooge Vuursche in Baarn, Utrecht https://t.co/4zewfyr2VH https://t.co/LAdY9D1ClR","http://foursquare.com","Foursquare","nl","5.24589928","52.20366707","Nederland","NL","Baarn","Baarn, Nederland","239135593","Emiel","37YO! Loves a lot (but not all) between ambient/lounge & rhythmic noise. Can be found on progressive trance/house & (melodic) techno dancefloors.","Amsterdam","Sun Jan 16 22:27:30 +0000 2011","649","1276"
"1587360911332982790","Tue Nov 01 08:28:27 +0000 2022","Een ambulance gaat met gepaste spoed naar #Ruyterstraat (2992BA) in #Barendrecht [09:28] https://t.co/xFr6L4ktio","http://112meldingen.barendrechtnu.nl","BarendrechtnuNL 112","nl","4.5351897","51.8593207","The Netherlands","NL","Barendrecht","Barendrecht, Nederland","1065459242","BarendrechtnuNL 112","Op dit account staan alle 112 meldingen uit de gemeente Barendrecht (Onderdeel van @BarendrechtnuNL)","Barendrecht, Nederland","Sun Jan 06 11:28:06 +0000 2013","1567","0"
"1587360991033319424","Tue Nov 01 08:28:46 +0000 2022","Dusk at Venice Fishing Pier, Venice Florida USA @ Venice Fishing Pier https://t.co/OaULf8udTL","http://instagram.com","Instagram","en","-82.45153159","27.07284272","United States","US","Venice","Venice, FL","28272421","Robert Sisson","Criminal Defense Attorney","North Port, FL","Thu Apr 02 03:29:12 +0000 2009","527","694"
"1587361012000464897","Tue Nov 01 08:28:51 +0000 2022","#chat #perdu à LORMONT 33310 (FR) https://t.co/fA7IG0sQis https://t.co/FhLDqVmpnr","https://www.chat-perdu.org","chat-perdu.org","fr","-0.51345503","44.86901093","France","FR","Lormont","Lormont, France","1873008726","Chat Perdu","","","Mon Sep 16 21:12:08 +0000 2013","2660","0"
